rowID	row_ID	row_m_z	row_retention_time	ID	Identification_method	Molecular_formula	Name	VAR36
met_1241	1827	540.3294	13.64	20393n	Negative_Garrett_Std_Library.csv		Mono-(2-Ethylhexyl) Ph	
met_1242	2005	187.0244	7.01					
met_1243	1384	547.2743	10.72					
met_1244	1078	359.1928	6.22					
met_1245	1594	355.0872	0.73					
met_1246	1185	293.2116	14.05					
met_1247	1455	201.1130	9.30					
met_1248	491	220.1464	15.41					
met_1249	328	377.1606	13.07		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1250	1331	181.0140	6.06					
met_1251	1460	215.0921	8.09					
met_1252	1201	472.1542	7.97					
met_1253	1559	229.0324	2.95		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1254	376	237.1107	10.45		Adduct search		[M+Na-H] 21.9825 m/z a	
met_1255	438	251.1288	12.09					
met_1256	234	351.2204	14.62					
met_1257	1199	307.1913	11.76					
met_1258	303	295.1743	13.74					
met_1259	1697	207.0295	7.63					
met_1260	2137	435.2243	8.49		Complex search		Complex of 247.1182 an	
met_1261	1536	201.1130	8.62					
met_1262	1056	167.0350	7.98					
met_1263	443	259.1278	13.97					
met_1264	250	353.2477	16.39					
met_1265	295	271.1909	12.47					
met_1266	272	249.1127	12.93					
met_1267	1989	471.2507	14.16					
met_1268	1752	265.0743	8.40					
met_1269	1728	360.1403	2.94					
met_1270	2125	330.1664	7.73					
met_1271	1564	99.0446	2.94					
met_1272	2146	318.1663	7.24					
met_1273	386	290.1393	12.58					
met_1274	1248	191.1075	10.29					
met_1275	1814	431.2138	6.96					
met_1276	308	255.1234	12.81					
met_1277	1971	391.1981	8.22					
met_1278	1617	275.2013	14.88					
met_1279	309	285.1160	11.94					
met_1280	1854	153.0191	6.81	72n	Negative_Garrett_Std_Library.csv	C7H6O4	3,4-DIHYDROXYBENZOATE	
met_1281	1744	347.1346	7.98					
met_1282	467	301.0711	10.52					
met_1283	1819	584.1816	0.83					
met_1284	1672	292.1994	12.73					
met_1285	302	285.2067	12.96					
met_1286	1675	309.1010	7.39					
met_1287	1432	213.0037	11.33					
met_1288	1052	207.0138	1.75					
met_1289	288	307.1546	11.90					
met_1290	1448	547.2742	10.58					
met_1291	543	447.1426	13.38		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1292	479	279.2323	16.22	5280450	Negative_Garrett_Std_Library.csv	C18H32O2	Linoleic Acid (18:2)	
met_1293	2022	228.0503	1.36					
met_1294	391	346.9740	12.28					
met_1295	1195	242.0779	1.62	6175n	Negative_Garrett_Std_Library.csv	C9H13N3O5	CYTIDINE	
met_1296	332	297.2427	14.03					
met_1297	278	325.2166	14.95					
met_1298	1079	318.1664	3.38					
met_1299	1496	289.1804	13.23					
met_1300	1734	529.0766	9.58					
met_1301	1788	127.0032	6.91					
met_1302	2149	389.2035	6.88					
met_1303	1914	291.1963	13.01					
met_1304	1663	150.0557	9.12					
met_1305	2118	429.2352	7.51					
met_1306	1967	117.0329	2.10					
met_1307	1545	435.2051	11.91					
met_1308	294	317.1751	13.43					
met_1309	1397	155.0095	1.23	967n	Negative_Garrett_Std_Library.csv	C5H4N2O4	OROTIC ACID	
met_1310	1775	251.0591	7.21					
met_1311	282	277.1802	13.23	Bkgrnd	NegBackgroundIonLibrary.csv		Background Ion	
met_1312	261	235.1335	15.00					
met_1313	1462	168.0299	10.51	Bkgrnd	NegBackgroundIonLibrary.csv		Background Ion	
met_1314	329	297.2427	15.07					
met_1315	474	333.2195	14.74					
met_1316	1690	309.1116	5.92					
met_1317	344	311.2224	14.17					
met_1318	1836	404.0505	6.29					
met_1319	528	461.1583	13.97		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1320	1417	551.2701	9.04					
met_1321	275	389.2326	15.32					
met_1322	86	481.1027	14.91					
met_1323	1942	395.1116	0.86					
met_1324	1580	402.1986	6.21					
met_1325	1337	293.2116	14.26					
met_1326	2037	275.0879	2.42					
met_1327	1198	243.1233	7.72					
met_1328	1454	213.1128	9.34					
met_1329	1249	356.1350	7.78					
met_1330	334	136.9911	14.97					
met_1331	1272	201.1130	8.06					
met_1332	1711	211.1335	10.39					
met_1333	453	201.1492	12.01					
met_1334	1579	79.0181	6.48		Adduct search		[M-NH3+H]+ -17.0265 m/	
met_1335	342	313.1652	11.82					
met_1336	439	485.1776	13.77					
met_1337	1970	430.1940	6.92					
met_1338	1187	305.1752	12.15					
met_1339	1862	156.0300	0.97					
met_1340	1182	233.0773	1.26					
met_1341	1076	216.0873	1.28					
met_1342	505	343.2118	9.92					
met_1343	1537	273.1702	9.69					
met_1344	517	275.1496	9.43					
met_1345	2151	386.2037	6.21					
met_1346	1592	359.1833	12.70		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1347	299	347.2432	10.08					
met_1348	337	290.9375	14.51	Bkgrnd	NegBackgroundIonLibrary.csv		Background Ion	
met_1349	2090	328.1506	6.99					
met_1350	317	371.2433	13.19					
met_1351	1348	414.0825	9.10					
met_1352	333	229.1441	11.35					
met_1353	478	530.9661	13.94					
met_1354	385	415.3169	12.59					
met_1355	1229	319.1906	12.82					
met_1356	324	269.2117	15.12					
met_1357	655	413.9688	12.27					
met_1358	1232	455.1007	0.89					
met_1359	1966	444.2095	6.92					
met_1360	2032	203.0194	2.44					
met_1361	398	469.2829	14.35					
met_1362	290	277.1802	12.42					
met_1363	1477	273.0402	10.49					
met_1364	1801	226.9656	16.51					
met_1365	374	323.1893	13.59					
met_1366	331	529.3045	13.37					
met_1367	1909	329.1606	7.72					
met_1368	1680	153.0191	8.31					
met_1369	1419	321.1699	10.43					
met_1370	1439	239.1284	11.26					
met_1371	515	193.0865	12.66					
met_1372	580	207.1386	11.86					
met_1373	498	239.0670	13.60					
met_1374	2016	201.0032	1.77		Adduct search		[M-H2O+H]+ -18.0106 m/	
met_1375	2124	302.1350	6.96					
met_1376	609	251.0921	11.30					
met_1377	350	435.2958	12.34	Bkgrnd	NegBackgroundIonLibrary.csv		Background Ion	
met_1378	1399	505.1187	6.62					
met_1379	420	220.1457	12.11					
met_1380	1595	256.0459	6.73					
met_1381	2111	173.0562	0.87					
met_1382	2148	415.2195	7.42					
met_1383	501	241.1440	11.86					
met_1384	304	299.2585	16.37					
met_1385	1699	435.2050	12.19					
met_1386	1922	169.0504	7.64					
met_1387	1730	113.0605	7.32		Adduct search		[M-H2O+H]+ -18.0106 m/	
met_1388	310	235.1699	14.29					
met_1389	1764	529.0766	10.09					
met_1390	1783	429.1372	8.52		Adduct search		[M+Na-H] 21.9825 m/z a	
met_1391	571	380.9760	9.49					
met_1392	381	421.1873	13.22		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1393	1994	305.0686	3.98					
met_1394	590	307.1905	13.04					
met_1395	121	104.0220	0.72					
met_1396	395	289.1652	9.95					
met_1397	553	415.2332	11.50					
met_1398	356	273.2065	12.12					
met_1399	504	342.2278	14.39					
met_1400	463	275.1606	14.85					
met_1401	1336	477.2352	8.86					
met_1402	319	297.2427	14.94					
met_1403	1596	455.1399	6.64					
met_1404	1771	335.1344	8.24					
met_1405	1641	339.1626	11.31					
met_1406	343	247.1334	13.62					
met_1407	372	379.1881	14.84		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1408	2109	302.1351	6.01					
met_1409	1691	180.0300	8.16					
met_1410	1683	125.0607	8.29		Adduct search		[M-HCOOH+H]+ -46.0055	
met_1411	2155	360.1953	8.18					
met_1412	2062	187.0723	1.76					
met_1413	397	291.1599	14.05					
met_1414	1334	145.0869	8.31					
met_1415	401	120.9962	14.15					
met_1416	365	251.1264	11.00		Adduct search		[M+Na-H] 21.9825 m/z a	
met_1417	1393	297.0374	9.88		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1418	1196	251.0403	1.47					
met_1419	388	377.1574	12.50		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1420	607	193.0866	11.78					
met_1421	1900	383.2295	7.87		Adduct search		[M-H2O+H]+ -18.0106 m/	
met_1422	1635	272.9912	0.88					
met_1423	1670	163.0398	8.98					
met_1424	658	369.9792	12.27					
met_1425	1591	82.9535	0.79					
met_1426	2119	229.1189	7.83					
met_1427	300	193.1593	12.75					
met_1428	1490	373.1627	11.75		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1429	373	355.1755	12.30					
met_1430	1328	169.0504	6.80		Adduct search		[M-H2O+H]+ -18.0106 m/	
met_1431	1778	443.1532	9.02		Adduct search		[M+Na-H] 21.9825 m/z a	
met_1432	451	201.1492	12.48					
met_1433	1532	323.1855	11.59					
met_1434	1544	169.0504	7.48					
met_1435	2035	260.0230	4.14					
met_1436	291	356.1496	16.01					
met_1437	1540	379.0810	1.52					
met_1438	364	331.1392	9.90					
met_1439	348	377.1999	14.97					
met_1440	455	395.2461	14.75					
met_1441	362	247.1698	14.10					
met_1442	379	361.2048	14.15					
met_1443	2044	273.1454	7.95					
met_1444	1816	564.3199	12.60					
met_1445	1687	169.0504	8.34					
met_1446	1723	117.0052	2.05					
met_1447	457	367.2150	13.74					
met_1448	1817	431.2141	7.53					
met_1449	527	474.9621	9.96					
met_1450	1972	435.2236	7.80		Complex search		Complex of 113.0605 an	
met_1451	352	307.1546	12.23					
met_1452	1702	430.2302	7.18					
met_1453	428	323.1494	11.80					
met_1454	449	225.1492	11.36					
met_1455	469	430.9723	9.96					
met_1456	402	287.1494	10.49					
met_1457	1906	241.1190	7.86					
met_1458	430	347.1342	8.78					
met_1459	410	403.2334	10.56					
met_1460	459	229.1804	12.90					
met_1461	2011	175.0367	0.80					
met_1462	1703	479.2145	7.91		Complex search		Complex of 365.1445 an	
met_1463	371	270.2069	11.58					
met_1464	563	311.2222	13.69					
met_1465	1995	113.0605	6.83		Adduct search		[M-H2O+H]+ -18.0106 m/	
met_1466	228	443.2434	14.66					
met_1467	547	269.2117	14.64					
met_1468	59	105.0012	16.80					
met_1469	574	307.1549	12.37					
met_1470	1732	315.1669	2.18					
met_1471	413	356.1497	14.98					
met_1472	470	345.1849	14.83	Bkgrnd	NegBackgroundIonLibrary.csv		Background Ion	
met_1473	1968	444.2456	6.20					
met_1474	416	205.1593	14.67					
met_1475	1374	289.1059	11.55					
met_1476	1980	520.0843	1.31					
met_1477	358	385.2011	15.29					
met_1478	423	299.2222	13.43					
met_1479	484	333.1677	12.66		Adduct search		[M+Na-H] 21.9825 m/z a	
met_1480	1269	514.2080	8.40					
met_1481	556	372.1808	14.51					
met_1482	473	401.1711	16.18					
met_1483	1674	164.0714	10.49					
met_1484	368	297.2427	16.37					
met_1485	2156	261.0876	8.01					
met_1486	2008	219.0659	10.20					
met_1487	1447	223.0972	8.93					
met_1488	432	375.1654	9.62					
met_1489	2162	385.1624	9.54					
met_1490	389	243.1960	12.21					
met_1491	1086	359.1927	7.33					
met_1492	1785	555.2913	10.31					
met_1493	486	405.1919	14.11		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1494	492	205.1589	12.90					
met_1495	1851	471.1996	8.92					
met_1496	1844	443.2281	10.16					
met_1497	541	321.1733	12.94					
met_1498	415	221.0673	13.97					
met_1499	476	363.1421	12.98		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1500	523	253.1552	12.20					
met_1501	1993	795.5044	14.63					
met_1502	1478	325.0324	11.37		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1503	475	205.0866	11.74		Adduct search		[M-HCOOH+H]+ -46.0055	
met_1504	421	337.1630	11.45		Adduct search		[M+Na-H] 21.9825 m/z a	
met_1505	1911	329.1607	7.54					
met_1506	1919	383.2296	7.65					
met_1507	405	221.2411	13.97					
met_1508	311	367.2269	16.09					
met_1509	508	403.1970	10.21					
met_1510	495	365.2360	15.13					
met_1511	2075	261.0906	7.28					
met_1512	537	287.2222	11.88					
met_1513	485	298.1402	14.41					
met_1514	427	383.2581	15.83					
met_1515	1491	463.3062	13.00					
met_1516	445	301.1650	11.12					
met_1517	483	381.2254	13.69		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1518	566	362.2262	8.90					
met_1519	554	239.0670	13.26					
met_1520	452	329.1520	12.11					
met_1521	575	465.2075	11.66		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1522	2163	242.0666	6.76					
met_1523	1918	228.0868	7.63		Adduct search		[M+Na-H] 21.9825 m/z a	
met_1524	591	429.1530	13.74		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1525	496	473.2819	15.08					
met_1526	568	480.9693	10.42					
met_1527	392	382.2140	15.72					
met_1528	1458	168.0300	7.51					
met_1529	465	453.2099	10.90		Adduct search		[M+Na-H] 21.9825 m/z a	
met_1530	1787	261.0976	7.25					
met_1531	1679	305.1752	12.80					
met_1532	1443	569.0708	10.14					
met_1533	360	263.1646	13.77					
met_1534	1593	245.0061	0.73					
met_1535	558	261.1451	14.34					
met_1536	589	429.1498	13.13		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1537	383	345.1314	14.59		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1538	530	342.2278	14.71					
met_1539	490	573.3302	13.38					
met_1540	1692	394.0914	1.50		Complex search		Complex of 236.0595 an	
met_1541	422	217.1189	14.36					
met_1542	468	329.1961	11.92					
met_1543	471	344.2437	14.33					
met_1544	447	355.1953	13.22					
met_1545	513	275.1681	13.20		Adduct search		[M-H2O+H]+ -18.0106 m/	
met_1546	542	395.2431	12.12					
met_1547	546	349.2046	13.96					
met_1548	552	283.1368	12.30					
met_1549	1434	287.1642	12.75					
met_1550	567	203.1074	12.56					
met_1551	1996	300.0464	6.17					
met_1552	488	299.0665	10.52					
met_1553	511	179.1074	12.96					
met_1554	534	465.2076	11.03		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1555	1890	301.0719	9.17		Adduct search		[M+Na-H] 21.9825 m/z a	
met_1556	497	325.1648	11.35					
met_1557	1440	409.2226	11.67					
met_1558	1353	135.0307	2.11	790n	Negative_Garrett_Std_Library.csv	C5H4N4O	HYPOXANTHINE	
met_1559	623	530.9661	10.89					
met_1560	442	253.1804	11.81					
met_1561	2161	472.2404	6.91		Complex search		Complex of 372.1883 an	
met_1562	433	273.1491	13.68					
met_1563	450	342.1704	15.48					
met_1564	482	371.3161	14.32					
met_1565	494	175.0720	12.79					
met_1566	1668	307.1909	12.79					
met_1567	548	389.1973	14.81		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1568	1915	375.1782	12.00		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1569	519	401.1710	15.37					
met_1570	638	196.8961	0.70					
met_1571	533	403.2694	11.09					
met_1572	510	270.1091	13.80					
met_1573	493	415.2479	13.63					
met_1574	525	511.0065	15.32					
met_1575	1700	265.0730	4.00					
met_1576	1539	301.2013	10.61					
met_1577	318	371.1492	13.97					
met_1578	2041	231.0981	2.74					
met_1579	1543	321.1547	7.09					
met_1580	1339	323.1603	7.96					
met_1581	577	307.1543	12.82					
met_1582	1386	321.1698	11.17					
met_1583	514	509.0099	15.32					
met_1584	572	341.1783	12.02					
met_1585	521	365.1938	12.33		Adduct search		[M+Na-H] 21.9825 m/z a	
met_1586	1463	291.1968	14.91					
met_1587	641	331.2484	11.90					
met_1588	629	377.1578	10.92		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1589	551	285.2430	13.84					
met_1590	2024	175.0357	1.03					
met_1591	77	429.3018	15.22					
met_1592	569	388.1588	15.89					
met_1593	2102	291.1012	7.34					
met_1594	2095	443.1769	7.25					
met_1595	500	203.1034	13.85					
met_1596	1338	371.5373	5.94					
met_1597	1842	481.1793	8.56					
met_1598	1083	359.1931	1.35					
met_1599	573	325.1648	11.96		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1600	1740	285.0402	9.57					
met_1601	557	331.2483	11.77					
met_1602	1669	365.0358	1.14					
met_1603	2036	351.1538	7.35					
met_1604	462	295.1293	14.98					
met_1605	636	331.2483	11.65					
met_1606	1542	373.1679	10.42					
met_1607	1367	287.1643	12.22					
met_1608	1431	257.0450	10.82					
met_1609	1845	473.2152	8.78					
met_1610	1412	409.2225	11.86					
met_1611	550	291.1597	11.89					
met_1612	596	235.1335	13.06					
met_1613	561	389.1810	9.97					
met_1614	1981	309.1185	4.67					
met_1615	1576	132.0381	4.65					
met_1616	549	261.1491	11.83		Adduct search		[M-HCOOH+H]+ -46.0055	
met_1617	538	473.0333	14.74					
met_1618	535	180.8992	0.71					
met_1619	639	267.1596	12.25					
met_1620	1837	169.0116	1.80					
met_1621	1524	273.0400	10.08					
met_1622	1813	290.0198	1.29					
met_1623	1688	230.0121	2.31					
met_1624	555	415.2480	13.77					
met_1625	579	273.2067	11.89					
met_1626	1504	361.1041	8.52					
met_1627	664	398.2219	10.52					
met_1628	1698	73.0287	1.08					
met_1629	399	365.2330	14.89					
met_1630	2051	259.0930	3.36					
met_1631	1696	265.0748	7.03					
met_1632	2034	362.1023	2.81					
met_1633	2153	74.0236	1.61					
met_1634	587	328.1998	15.14					
met_1635	526	367.2634	16.62					
met_1636	1786	377.1389	11.03		Adduct search		[M+Na-H] 21.9825 m/z a	
met_1637	564	285.2430	15.61					
met_1638	1217	621.0548	0.90		Adduct search		[M+ACN+H] 42.0338 m/z	
met_1639	1826	198.0767	1.25					
met_1640	1547	300.1891	9.43					
met_1641	583	217.1189	15.38					
met_1642	628	331.1393	8.91					
met_1643	2080	575.1934	0.81					
met_1644	531	229.1229	14.08					
met_1645	602	369.2413	16.11					
met_1646	540	387.2168	15.17					
met_1647	1924	216.0307	1.41					
met_1648	1701	247.1182	7.30					
met_1649	133	205.0145	0.73					
met_1650	435	513.3208	15.70					
met_1651	106	133.0808	0.92	ISTD-01	Negative_Garrett_Std_Library.csv	C4H6D3N3O2	Creatine-D3	
met_1652	1216	314.0275	0.73					
met_1653	1782	379.0812	2.14					
met_1654	1444	168.0299	6.52					
met_1655	560	251.1649	12.98					
met_1656	584	235.1699	11.82					
met_1657	667	301.1650	9.50					
met_1658	1812	199.0222	4.64		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1659	610	272.2307	14.18					
met_1660	1912	350.1233	9.51					
met_1661	598	372.1808	14.97					
met_1662	426	359.2222	15.42					
met_1663	1206	234.0615	0.77					
met_1664	1531	325.0325	10.82					
met_1665	595	341.1750	13.87					
met_1666	604	355.1909	14.49					
met_1667	1074	126.9979	1.82					
met_1668	1902	352.1397	9.16		Complex search		Complex of 187.0973 an	
met_1669	520	280.1913	14.57					
met_1670	89	591.2598	16.13					
met_1671	1861	481.1805	8.90					
met_1672	1923	352.1393	9.55					
met_1673	1849	538.0371	0.76					
met_1674	676	340.8360	0.77					
met_1675	134	204.0164	0.79					
met_1676	576	295.2272	15.30					
met_1677	640	251.1648	14.65					
met_1678	646	287.1494	10.75					
met_1679	2007	203.0194	6.96					
met_1680	647	270.2070	13.55					
met_1681	613	273.1493	14.36					
met_1682	633	365.2303	13.96		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1683	618	247.1334	11.24					
met_1684	2031	132.0382	1.73					
met_1685	649	235.1698	13.91					
met_1686	461	253.2168	16.06					
met_1687	2029	201.0034	6.31					
met_1688	1926	116.0715	6.34					
met_1689	444	405.2670	16.56					
met_1690	630	203.1035	14.92					
met_1691	2150	136.0343	2.08					
met_1692	637	314.2413	12.42					
met_1693	394	370.1652	16.61					
met_1694	512	497.3264	15.70					
met_1695	95	409.3104	16.00					
met_1696	621	358.1650	15.75					
met_1697	1356	295.1285	7.13					
met_1698	1659	153.0169	4.67		Adduct search		[M+Na-H] 21.9825 m/z a	
met_1699	625	207.9183	0.72					
met_1700	1226	246.0613	6.45					
met_1701	581	235.1336	11.96					
met_1702	582	369.2430	14.56					
met_1703	1852	487.2174	10.15					
met_1704	2033	427.0191	6.32					
met_1705	665	321.1700	11.98					
met_1706	642	323.1476	11.13		Adduct search		[M+Na-H] 21.9825 m/z a	
met_1707	1541	389.1576	10.42		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1708	1341	339.1538	7.47					
met_1709	608	291.1597	13.42					
met_1710	599	372.1802	16.61					
met_1711	651	337.1648	11.88					
met_1712	668	301.1651	10.01					
met_1713	620	317.1751	13.80					
met_1714	516	605.2405	16.56					
met_1715	1746	497.2027	10.07					
met_1716	617	387.2168	14.59					
met_1717	634	163.9284	0.74					
met_1718	650	251.1648	11.99					
met_1719	1438	219.1021	11.26					
met_1720	662	295.1369	12.12					
met_1721	648	415.2475	14.94					
met_1722	518	357.2066	16.60					
met_1723	643	365.2300	16.37		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1724	320	464.2199	13.30					
met_1725	653	365.2313	15.00		Adduct search		[M+CHOONa] 67.9874 m/z	
met_1726	1627	323.0977	2.92		Complex search		Complex of 161.0452 an	
met_1727	615	357.2066	15.14					
met_1728	2009	161.2581	2.93					
met_1729	1689	272.9925	2.25					
met_1730	678	301.0711	11.12					
met_1731	1456	166.0141	6.50					
met_1732	1684	455.1403	6.26					
met_1733	2068	540.0521	1.45					
met_1734	464	339.1597	15.55					
met_1735	1342	335.1609	8.27					
met_1736	1999	323.0011	9.88					
met_1737	2088	187.0719	3.03					
met_1738	1351	279.1347	7.76					
met_1739	660	365.2301	15.96					
met_1740	657	358.1660	13.49					
met_1741	675	321.1703	12.64					
met_1742	456	321.0792	13.97					
met_1743	659	401.1750	13.69					
met_1744	679	311.1767	10.93					
met_1745	671	367.2069	11.68					
met_1746	1340	241.0860	12.55					
met_1747	670	415.2315	16.32					
met_1748	1997	321.0043	9.96					
met_1749	672	307.8557	0.87					
met_1750	654	444.2386	16.23					
met_1751	1898	391.2849	12.42					
met_1752	404	585.2938	12.72		Adduct search		[M+Na-H] 21.9825 m/z a	
met_1753	506	506.2563	13.27		Complex search		Complex of 194.0817 an	
met_1754	669	415.2470	15.24					
met_1755	375	424.1808	16.03					
met_1756	536	494.2293	13.21					
met_1757	673	264.1680	14.98					
